序号,标题,URL,视频ID,类型,关键词,获取时间
7,1  法轮功创世主李洪志通过打撲克普度众生,https://www.youtube.com/shorts/NwFLKXYiONU,NwFLKXYiONU,shorts,李洪志,2025-08-18 18:35:39
8,李洪志传道法轮功，有本事看完忍住不笑！,https://www.youtube.com/watch?v=QXTFHA4kvqY&pp=ygUJ5p2O5rSq5b-X,QXTFHA4kvqY,watch,李洪志,2025-08-18 18:35:39
9,萧茗之问：如果宇宙主佛李洪志违背了“真善忍”，这可如何是好？｜法轮功｜李洪志｜邪教｜萧茗｜精神控制｜虞超｜台湾大选｜王局拍案20240403,https://www.youtube.com/watch?v=hAeppS97ct0&pp=ygUJ5p2O5rSq5b-X,hAeppS97ct0,watch,李洪志,2025-08-18 18:35:39
10,法輪功 還原活摘器官｜台灣演義 Taiwan History #台灣演義 #鄭治 #法輪功 #摘器官,https://www.youtube.com/shorts/TdfOJmyHqPI,TdfOJmyHqPI,shorts,李洪志,2025-08-18 18:35:39
11,法輪功 真善忍｜台灣演義 Taiwan History #台灣演義 #李洪志 #法輪功 #法輪大法,https://www.youtube.com/shorts/hXBcMNdGBxo,hXBcMNdGBxo,shorts,李洪志,2025-08-18 18:35:39
12,闲聊：李洪志老师最该做的是赶紧驾鹤西游；另一个是找个好的接班人,https://www.youtube.com/watch?v=ewFYQJW5jLs&pp=ygUJ5p2O5rSq5b-X,ewFYQJW5jLs,watch,李洪志,2025-08-18 18:35:39
13,法輪功就是低級版邪教,https://www.youtube.com/shorts/Gc0tbGtZob0,Gc0tbGtZob0,shorts,李洪志,2025-08-18 18:35:39
14,法轮功内讧，邪教内部机密曝光，大法帝国何去何从？（下）｜法轮功｜内讧｜李洪志｜邪教｜虞超｜神韵｜大纪元｜新唐人｜干净世界｜王局拍案20231218,https://www.youtube.com/watch?v=b09IPGBoHkc&pp=ygUJ5p2O5rSq5b-X,b09IPGBoHkc,watch,李洪志,2025-08-18 18:35:39
15,王局拍案｜我如何看待法轮功？20230126,https://www.youtube.com/watch?v=kWvcR5icCmk&pp=ygUJ5p2O5rSq5b-X,kWvcR5icCmk,watch,李洪志,2025-08-18 18:35:39
16,創建法輪功 李洪志傳奇1997曾來台傳法 學員爭睹風采 Part2｜台灣演義 Taiwan History,https://www.youtube.com/watch?v=wJjNgNcKK4A&pp=ygUJ5p2O5rSq5b-X,wJjNgNcKK4A,watch,李洪志,2025-08-18 18:35:39
17,李洪志大法帝国欺诈洗钱线路图（二刷版）｜关卫东｜FBI｜李洪志｜大纪元｜神韵｜法轮功｜洗钱｜王局拍案20240606,https://www.youtube.com/watch?v=A-sul6Oufzo&pp=ygUJ5p2O5rSq5b-X,A-sul6Oufzo,watch,李洪志,2025-08-18 18:35:39
18,李洪志談中共、外星人、史前文明、宇宙真相、中醫... （16分鐘公開版）,https://www.youtube.com/watch?v=gkyUhtxmZ7c&pp=ygUJ5p2O5rSq5b-X,gkyUhtxmZ7c,watch,李洪志,2025-08-18 18:35:39
19,李洪志先生：法輪功創始人,https://www.youtube.com/watch?v=qaiwKglFqfA&pp=ygUJ5p2O5rSq5b-X0gcJCa0JAYcqIYzv,qaiwKglFqfA,watch,李洪志,2025-08-18 18:35:39
1,【小岛浪吹】一个视频讲清楚法轮功的发展和衰败，法轮功到底是不是邪教，中共到底应不应该镇压法轮功,https://www.youtube.com/watch?v=rV79TywQxC4&pp=ygUJ5rOV5rKm5Yqf,rV79TywQxC4,watch,法沦功,2025-08-18 18:36:21
2,老王来了：法轮功如何成为海外第一大华人组织 | 了解真实的法轮功历史 | 亲身经历的法轮功故事 | 一个巨大影响力的强组织 |,https://www.youtube.com/watch?v=Qa9kEIPsqrc&pp=ygUJ5rOV5rKm5Yqf,Qa9kEIPsqrc,watch,法沦功,2025-08-18 18:36:21
3,老王来了：亲述法轮功围堵中南海全过程 | 武力镇压法轮功真实揭秘 |天安门当时的真实景象 |,https://www.youtube.com/watch?v=x67fJY_Mtsw&pp=ygUJ5rOV5rKm5Yqf,x67fJY_Mtsw,watch,法沦功,2025-08-18 18:36:21
4,【李洪志北京首次带功报告会1992.6.21】李大师早期传授法轮功的珍贵原始视频，法轮功学员必看。,https://www.youtube.com/watch?v=qBL0oIUYPgw&pp=ygUJ5rOV5rKm5Yqf,qBL0oIUYPgw,watch,法沦功,2025-08-18 18:36:21
5,王局拍案｜我如何看待法轮功？20230126,https://www.youtube.com/watch?v=kWvcR5icCmk&pp=ygUJ5rOV5rKm5Yqf,kWvcR5icCmk,watch,法沦功,2025-08-18 18:36:21
6,法輪功 李洪志｜台灣演義 Taiwan History #台灣演義 #李洪志 #法輪功 #法輪大法,https://www.youtube.com/shorts/LyTpeZMghTo,LyTpeZMghTo,shorts,法沦功,2025-08-18 18:36:21
7,法轮功内讧，邪教内部机密曝光，大法帝国何去何从？（上）｜法轮功｜内讧｜李洪志｜邪教｜虞超｜神韵｜大纪元｜新唐人｜干净世界｜王局拍案20231218,https://www.youtube.com/watch?v=3whYnG8CoLA&pp=ygUJ5rOV5rKm5Yqf,3whYnG8CoLA,watch,法沦功,2025-08-18 18:36:21
8,法輪功煉功音樂（五套功法2小時）。您能感受到那種奇妙的能量和機制嗎？Falun Gong exercise music. Exercise instruction video link below.,https://www.youtube.com/watch?v=ylR9cAPyego&list=RDylR9cAPyego&start_radio=1&pp=ygUJ5rOV5rKm5YqfoAcB,ylR9cAPyego,watch,法沦功,2025-08-18 18:36:21
9,中共的眼中釘！法輪功有何威力，為什麼被中國封殺20多年？《 左邊鄰居觀察日記 》EP 085｜志祺七七,https://www.youtube.com/watch?v=PSRgogRJTVM&pp=ygUJ5rOV5rKm5Yqf,PSRgogRJTVM,watch,法沦功,2025-08-18 18:36:21
10,江泽民为何镇压法轮功？ 原因你绝对猜不到！,https://www.youtube.com/watch?v=Q2VBUWEX4fU&pp=ygUJ5rOV5rKm5Yqf,Q2VBUWEX4fU,watch,法沦功,2025-08-18 18:36:21
11,第一套功法（9 分鐘) - Exercise 1 (9 min)  -  Learn Falun Gong Online,https://www.youtube.com/watch?v=HgbeGmvBEW4&pp=ygUJ5rOV5rKm5Yqf,HgbeGmvBEW4,watch,法沦功,2025-08-18 18:36:21
12,1  法轮功创世主李洪志通过打撲克普度众生,https://www.youtube.com/shorts/NwFLKXYiONU,NwFLKXYiONU,shorts,法沦功,2025-08-18 18:36:21
13,首度公開: 法輪功創始人李洪志大師傳功和生活的故事｜传统文化｜知识分享｜人生智慧 【晨曦晓屋】,https://www.youtube.com/watch?v=x4khkAU-ucY&pp=ygUJ5rOV5rKm5Yqf,x4khkAU-ucY,watch,法沦功,2025-08-18 18:36:21
14,10分鐘搞懂法輪功不吃藥的真相，為什麼中國大陸以外的地區不取締它？,https://www.youtube.com/watch?v=NI0aQfu9FcE&pp=ygUJ5rOV5rKm5Yqf,NI0aQfu9FcE,watch,法沦功,2025-08-18 18:36:21
15,第五套功法（60 分鐘）- 學習法輪功-  Exercise 5 (60 min) -  Videos  Learn Falun Gong Online,https://www.youtube.com/watch?v=r4QxAyAyDgg&pp=ygUJ5rOV5rKm5Yqf,r4QxAyAyDgg,watch,法沦功,2025-08-18 18:36:21
16,安倍晉三、蓬佩奧都相挺？統一教到底什麼來頭？為何要幫信徒「集體配婚」？｜志祺七七,https://www.youtube.com/watch?v=BgMC4qp9_UQ&pp=ygUJ5rOV5rKm5Yqf,BgMC4qp9_UQ,watch,法沦功,2025-08-18 18:36:21
17,王局东京街头偶遇法轮功，当场举报中共特务王局潜伏在日本，双方相见恨晚惺惺相惜。,https://www.youtube.com/watch?v=4BgcQ4KzD2o&pp=ygUJ5rOV5rKm5Yqf,4BgcQ4KzD2o,watch,法沦功,2025-08-18 18:36:21
18,法轮功五套功法教功录像合集(高清修复),https://www.youtube.com/watch?v=EqzVbmBcj7A&pp=ygUJ5rOV5rKm5Yqf,EqzVbmBcj7A,watch,法沦功,2025-08-18 18:36:21
19,【小岛浪吹】后法轮功时代，华人极右翼媒体的诞生，法轮功的钱到底从哪儿来，到底在下一盘怎样的大棋，请为法轮功点赞,https://www.youtube.com/watch?v=VgS--vVrdsI&pp=ygUJ5rOV5rKm5Yqf,VgS--vVrdsI,watch,法沦功,2025-08-18 18:36:21
20,法輪功的真相 【搞宗教025】,https://www.youtube.com/watch?v=g-Xbsok92OY&pp=ygUJ5rOV5rKm5Yqf,g-Xbsok92OY,watch,法沦功,2025-08-18 18:36:21
1,【包抄菲律宾海警船失误】【两艘中国舰艇相撞严重受损】,https://www.youtube.com/watch?v=RrgnNIqWtmI&pp=ygUM6Ieq55Sx5Lqa5rSy0gcJCa0JAYcqIYzv,RrgnNIqWtmI,watch,自由亚洲,2025-08-18 18:37:01
2,【美国关税致供应链重组】【台湾：新南向国家是台湾战略韧性重要支点】,https://www.youtube.com/watch?v=X6lN3wBYLwQ&pp=ygUM6Ieq55Sx5Lqa5rSy,X6lN3wBYLwQ,watch,自由亚洲,2025-08-18 18:37:01
3,美国钻地弹之王GBU-57   能否摧毁习近平末日地堡？| 兵家常事（2025-2-12）,https://www.youtube.com/watch?v=ynBLmnz8-gg&pp=ygUM6Ieq55Sx5Lqa5rSy,ynBLmnz8-gg,watch,自由亚洲,2025-08-18 18:37:01
4,吴国光教授：共产党之后的中国  可以允许有民选的共产党执政｜观点,https://www.youtube.com/watch?v=-NxzHqrhV-o&pp=ygUM6Ieq55Sx5Lqa5rSy,-NxzHqrhV-o,watch,自由亚洲,2025-08-18 18:37:01
5,【RFA独家】王志安(上)  我对革命派改良派都没兴趣 我能做的是推动百姓觉醒 |观点,https://www.youtube.com/watch?v=Dj-MxIdkXWw&pp=ygUM6Ieq55Sx5Lqa5rSy,Dj-MxIdkXWw,watch,自由亚洲,2025-08-18 18:37:01
6,乌克兰华人战士：同一个战场  不同的战争,https://www.youtube.com/watch?v=nNmTfJg8nGU&pp=ygUM6Ieq55Sx5Lqa5rSy,nNmTfJg8nGU,watch,自由亚洲,2025-08-18 18:37:01
7,普京屈服了？！美國傳出北約式「安全保證」！歐洲領袖陪澤連斯基共赴華盛頓會議,https://www.youtube.com/watch?v=MhYVNp6NpP8&pp=ygUM6Ieq55Sx5Lqa5rSy,MhYVNp6NpP8,watch,自由亚洲,2025-08-18 18:37:01
8,20250818直播：川普说的重大进展是什么？明天小泽可能会做这样的妥协；新三样变成债三样，彭博：新数据给习近平敲警钟；好文：别鬼扯社会主义，中国的实质到底是什么。（20250818第1929期）,https://www.youtube.com/watch?v=wCcLmVeWEvQ&pp=ygUM6Ieq55Sx5Lqa5rSy,wCcLmVeWEvQ,watch,自由亚洲,2025-08-18 18:37:01
9,台灣叛徒要恢復國籍！Taiwan's Traitors Want Their Citizenship Back!,https://www.youtube.com/watch?v=Dxy9EEmO5Ck&pp=ygUM6Ieq55Sx5Lqa5rSy,Dxy9EEmO5Ck,watch,自由亚洲,2025-08-18 18:37:01
10,【LIVE】20250818罕見大陣仗!歐洲領袖陪澤倫斯基訪美　燒輪胎佔路!以人質家屬抗議警民衝突　西班牙重大野火肆虐 派500軍人撲救｜FOCUS世界新聞,https://www.youtube.com/watch?v=pjwMMm3R4RI&pp=ygUM6Ieq55Sx5Lqa5rSy,pjwMMm3R4RI,watch,自由亚洲,2025-08-18 18:37:01
11,RFA独家：蔡霞（上）：中国社会:从威权时代到精致新极权时代 | 观点,https://www.youtube.com/watch?v=p6DcXSAlJq0&pp=ygUM6Ieq55Sx5Lqa5rSy,p6DcXSAlJq0,watch,自由亚洲,2025-08-18 18:37:01
12,“二大爷”邓海燕(上)：了解中共黑历史 才知道自己被骗那么久！｜观点,https://www.youtube.com/watch?v=Xp7gMU70giw&pp=ygUM6Ieq55Sx5Lqa5rSy,Xp7gMU70giw,watch,自由亚洲,2025-08-18 18:37:01
13,【登陆台湾打巷战 或“兵不血刃”？】【对台围而不攻？还是留岛不留人？】,https://www.youtube.com/watch?v=NEVbtuySf8U&pp=ygUM6Ieq55Sx5Lqa5rSy,NEVbtuySf8U,watch,自由亚洲,2025-08-18 18:37:01
14,【独家】前央视记者王志安（下）：习继续执政 会把中国带回相对危险状况|观点,https://www.youtube.com/watch?v=nS3msMrQh20&pp=ygUM6Ieq55Sx5Lqa5rSy,nS3msMrQh20,watch,自由亚洲,2025-08-18 18:37:01
15,现代舞艺术家金星：真正的自由 是你思想有多大自由｜观点,https://www.youtube.com/watch?v=mP9ueeS0pAM&pp=ygUM6Ieq55Sx5Lqa5rSy,mP9ueeS0pAM,watch,自由亚洲,2025-08-18 18:37:01
16,专访朱虞夫：中国政治犯生存真相,https://www.youtube.com/watch?v=A2ac85sLfeY&pp=ygUM6Ieq55Sx5Lqa5rSy,A2ac85sLfeY,watch,自由亚洲,2025-08-18 18:37:01
17,日本大鲸级潜艇第四艘雷鲸号服役  现役25艘潜艇  威胁中国海军？｜兵家常事（2025-3-12）,https://www.youtube.com/watch?v=E6tVN8SEY2M&pp=ygUM6Ieq55Sx5Lqa5rSy,E6tVN8SEY2M,watch,自由亚洲,2025-08-18 18:37:01
18,专访“大蜀民国临时总统”刘仲敬谈天下事（戴忠仁/刘仲敬）|亚洲很想聊,https://www.youtube.com/watch?v=OPQmUhR_PLE&pp=ygUM6Ieq55Sx5Lqa5rSy,OPQmUhR_PLE,watch,自由亚洲,2025-08-18 18:37:01
19,美國廣播署大震盪，美國之音，自由亞洲電臺，消失還是轉型？背後原因何在？與USAID裁撤有關？【 #菁英論壇 】| #新唐人電視台 3/19/2025,https://www.youtube.com/watch?v=SDa0FIS2uJk&pp=ygUM6Ieq55Sx5Lqa5rSy,SDa0FIS2uJk,watch,自由亚洲,2025-08-18 18:37:01
20,自由亚洲电台 - 突破封锁 探寻真相,https://www.youtube.com/watch?v=T2iqcwj5cgY&pp=ygUM6Ieq55Sx5Lqa5rSy,T2iqcwj5cgY,watch,自由亚洲,2025-08-18 18:37:01
21,解放军新型栈桥船问世  滩头攻势升级？台湾危矣？| 兵家常事（2025-3-19）,https://www.youtube.com/watch?v=AeH-4JnJi50&pp=ygUM6Ieq55Sx5Lqa5rSy,AeH-4JnJi50,watch,自由亚洲,2025-08-18 18:37:01
22,解放军台海嚣张 中共加大对台施压 自由世界如何面对？（戴忠仁/上官乱/宋国诚/蔡慎坤）,https://www.youtube.com/watch?v=Mcu0KGUrn6s&pp=ygUM6Ieq55Sx5Lqa5rSy,Mcu0KGUrn6s,watch,自由亚洲,2025-08-18 18:37:01
23,习近平的民企座谈会    “爱国资本家”的生死轮回 (余杰)｜热点视评,https://www.youtube.com/watch?v=2t79lVGg38E&pp=ygUM6Ieq55Sx5Lqa5rSy,2t79lVGg38E,watch,自由亚洲,2025-08-18 18:37:01
24,EP-144 那些偷听“敌台”的年轻人  美国之音 | 自由亚洲电台 | 翻墙 | 小粉红 | 川普 | 国安 | 反贼 | 马斯克 | 偷听敌台 | 中共 | 防火墙 | BBC | 西藏 |,https://www.youtube.com/watch?v=XZMLc9SEJ2c&pp=ygUM6Ieq55Sx5Lqa5rSy,XZMLc9SEJ2c,watch,自由亚洲,2025-08-18 18:37:01
1,江泽民为何镇压法轮功？ 原因你绝对猜不到！,https://www.youtube.com/watch?v=Q2VBUWEX4fU&pp=ygUM6L2u5a2Q6Ieq54Sa,Q2VBUWEX4fU,watch,轮子自焚,2025-08-18 18:37:43
2,法輪功就是低級版邪教,https://www.youtube.com/shorts/Gc0tbGtZob0,Gc0tbGtZob0,shorts,轮子自焚,2025-08-18 18:37:43
3,郝慧君、陈果母女谈1•23自焚事件.wmv,https://www.youtube.com/watch?v=MjZI3NiCxs0&pp=ygUM6L2u5a2Q6Ieq54Sa,MjZI3NiCxs0,watch,轮子自焚,2025-08-18 18:37:43
4,王局东京街头偶遇法轮功，当场举报中共特务王局潜伏在日本，双方相见恨晚惺惺相惜。,https://www.youtube.com/watch?v=4BgcQ4KzD2o&pp=ygUM6L2u5a2Q6Ieq54Sa,4BgcQ4KzD2o,watch,轮子自焚,2025-08-18 18:37:43
5,10分鐘搞懂法輪功不吃藥的真相，為什麼中國大陸以外的地區不取締它？,https://www.youtube.com/watch?v=NI0aQfu9FcE&pp=ygUM6L2u5a2Q6Ieq54Sa,NI0aQfu9FcE,watch,轮子自焚,2025-08-18 18:37:43
6,法轮功集体发功讨伐王局，不真，不善，不忍，就是彻头彻尾的邪教！｜法轮功｜内讧｜李洪志｜邪教｜虞超｜神韵｜大纪元｜新唐人｜干净世界｜王局拍案20231225,https://www.youtube.com/watch?v=HwoLIFbsRFE&pp=ygUM6L2u5a2Q6Ieq54Sa,HwoLIFbsRFE,watch,轮子自焚,2025-08-18 18:37:43
7,【轮百科EP01】法轮功试图洗白自己的自焚影片《伪火》中倒下去的人是刘春玲吗？是被打死的吗？从《伪火》看法轮功是如何造假的。西方媒体炮制新疆强迫劳动与法轮功如出一辙,https://www.youtube.com/watch?v=tn2korEvIoI&pp=ygUM6L2u5a2Q6Ieq54Sa,tn2korEvIoI,watch,轮子自焚,2025-08-18 18:37:43
8,【小岛浪吹】一个视频讲清楚法轮功的发展和衰败，法轮功到底是不是邪教，中共到底应不应该镇压法轮功,https://www.youtube.com/watch?v=rV79TywQxC4&pp=ygUM6L2u5a2Q6Ieq54Sa,rV79TywQxC4,watch,轮子自焚,2025-08-18 18:37:43
9,陈光标带法轮功自焚受害者到纽约治疗（上）,https://www.youtube.com/watch?v=iJ6VOQTJmPA&pp=ygUM6L2u5a2Q6Ieq54Sa,iJ6VOQTJmPA,watch,轮子自焚,2025-08-18 18:37:43
10,004   古罗马大火与天安门自焚伪案,https://www.youtube.com/watch?v=Qf9wa1TDoOE&pp=ygUM6L2u5a2Q6Ieq54Sa,Qf9wa1TDoOE,watch,轮子自焚,2025-08-18 18:37:43
11,專訪法輪功學員：見證自焚偽案二十年｜@ChinaBreakingNewsTV ｜20210123,https://www.youtube.com/watch?v=9U40AwXU4Hc&pp=ygUM6L2u5a2Q6Ieq54Sa,9U40AwXU4Hc,watch,轮子自焚,2025-08-18 18:37:43
12,偽火：天安門自焚事件真相 [HD],https://www.youtube.com/watch?v=9PPw7UkhljM&pp=ygUM6L2u5a2Q6Ieq54Sa0gcJCa0JAYcqIYzv,9PPw7UkhljM,watch,轮子自焚,2025-08-18 18:37:43
13,【小岛浪吹】后法轮功时代，华人极右翼媒体的诞生，法轮功的钱到底从哪儿来，到底在下一盘怎样的大棋，请为法轮功点赞,https://www.youtube.com/watch?v=VgS--vVrdsI&pp=ygUM6L2u5a2Q6Ieq54Sa,VgS--vVrdsI,watch,轮子自焚,2025-08-18 18:37:43
14,《為你而來》第二部：自焚偽案和長春插播｜@NTDAPTV ｜20200806,https://www.youtube.com/watch?v=ND6zAPNxT1M&pp=ygUM6L2u5a2Q6Ieq54Sa0gcJCa0JAYcqIYzv,ND6zAPNxT1M,watch,轮子自焚,2025-08-18 18:37:43
15,二十年后 再揭天安门自焚伪案真相【法轮功真相】,https://www.youtube.com/watch?v=EDm0ByXYrz0&pp=ygUM6L2u5a2Q6Ieq54Sa,EDm0ByXYrz0,watch,轮子自焚,2025-08-18 18:37:43
16,自焚事件二十年 影响中国至深至远。20年前的天安门自焚事件产生的背景是什么？这件事情对中国的政局、对中国的发展究竟产生的哪些影响？【走出文化亡国第15集2021年1月23日】,https://www.youtube.com/watch?v=AUzkK-gatR0&pp=ygUM6L2u5a2Q6Ieq54Sa,AUzkK-gatR0,watch,轮子自焚,2025-08-18 18:37:43
17,【法轮功真相】天安门自焚”事件是中共构陷法轮功的阴谋,https://www.youtube.com/watch?v=kWlXTsh3nNs&pp=ygUM6L2u5a2Q6Ieq54Sa,kWlXTsh3nNs,watch,轮子自焚,2025-08-18 18:37:43
18,天安门自焚伪火15年 新证据再揭造假骗局法轮功 610办公室 李东生 江泽民,https://www.youtube.com/watch?v=hFGBpKbZEZk&pp=ygUM6L2u5a2Q6Ieq54Sa,hFGBpKbZEZk,watch,轮子自焚,2025-08-18 18:37:43
19,再談我對天安門自焚僞案的看法 - 20210826 第185期,https://www.youtube.com/watch?v=kjDZAtp6dIs&pp=ygUM6L2u5a2Q6Ieq54Sa,kjDZAtp6dIs,watch,轮子自焚,2025-08-18 18:37:43
1,澤倫斯基到華府！川普喊話烏：放棄克里米亞、不入北約｜專家：川普聯俄制中共 後續兩觀察｜烏克蘭安全保證前景？學者：需與美戰略利益趨同｜德外長首訪亞洲 批中共擾台海｜20250818(一)｜#新唐人電視台,https://www.youtube.com/watch?v=CRSHvoEJSX4&pp=ygUJ5paw5ZSQ5Lq6,CRSHvoEJSX4,watch,新唐人,2025-08-18 18:38:23
2,歐洲大陣仗陪澤連斯基見川普，停火決此一會？推演俄烏戰爭兩結局，烏態度成關鍵；六中企供俄無人機零件，澤連斯基點名制裁；嬌妻捲走20億？書畫名家范曾曝失聯【#全球新聞】08/17,https://www.youtube.com/watch?v=fvuRyAdq5fM&pp=ygUJ5paw5ZSQ5Lq6,fvuRyAdq5fM,watch,新唐人,2025-08-18 18:38:23
3,美第一夫人「和平信」內容曝光，普京當眾閱讀；內塔尼亞胡警告：現在停戰，意味著無休止的戰爭；前香港特首梁振英當面威脅芬蘭法輪功學員；廣東滅蚊魔幻場景：水泥封菜地，下水道封死【環球直擊】｜#新唐人電視台,https://www.youtube.com/watch?v=7w_KPkrRjEU&pp=ygUJ5paw5ZSQ5Lq6,7w_KPkrRjEU,watch,新唐人,2025-08-18 18:38:23
4,前所未有！歐洲領袖陪同澤倫斯基訪美 會川普│普丁做出哪些讓步│中共跨國鎮壓 前港特首公然威脅│開箱美國首座12吋晶圓廠！環球晶談關稅有底氣│#早安新唐人│20250818(一)｜新唐人亞太台,https://www.youtube.com/watch?v=LLJdgcOw5XA&pp=ygUJ5paw5ZSQ5Lq6,LLJdgcOw5XA,watch,新唐人,2025-08-18 18:38:23
5,北戴河暗流洶涌？朱鎔基王岐山地盤震盪；嗅到危險？李嘉誠快速清空中國資產；高智晟失蹤8年，全球近百團體要中共放人；美驅逐艦現身南海黃岩島；意大利擬限中資持股，或引它國效法【中國禁聞】 | #新唐人電視台,https://www.youtube.com/watch?v=raNciZ_u_48&pp=ygUJ5paw5ZSQ5Lq6,raNciZ_u_48,watch,新唐人,2025-08-18 18:38:23
6,中共船艦自撞後，美驅逐艦現身南海黃岩島；美國務院人權報告，關注三位法輪功學員受迫害；意大利擬限中資持股，或引它國效法；朱鎔基王岐山地盤震盪? 中金公司元老失聯。【#中國禁聞 】 | #新唐人電視台,https://www.youtube.com/watch?v=Aj7RPnSQtGQ&pp=ygUJ5paw5ZSQ5Lq6,Aj7RPnSQtGQ,watch,新唐人,2025-08-18 18:38:23
7,川普峰會前警告：普京不停火後果嚴重！「鉈中毒」清華才女朱令骨灰安葬、父母誓言追凶；注意！這幾類美簽「免面簽」取消【晚間新聞 】2025-08-13,https://www.youtube.com/watch?v=aGek0EQNDdQ&pp=ygUJ5paw5ZSQ5Lq60gcJCa0JAYcqIYzv,aGek0EQNDdQ,watch,新唐人,2025-08-18 18:38:23
8,中共強迫企業必須繳納社保金！美俄峰會前川普放話或達成核武控制協議！川普將在華府部署更多聯邦軍隊！義大利四名少年偷車後撞死一名老婦人！驚人發現：銀河系處於巨大宇宙空洞【全球新聞】2025-08-14,https://www.youtube.com/watch?v=wX3ca6Ac7j4&pp=ygUJ5paw5ZSQ5Lq6,wX3ca6Ac7j4,watch,新唐人,2025-08-18 18:38:23
9,中共港府打壓升級 十民團敦促加拿大制裁 | #加拿大新唐人,https://www.youtube.com/watch?v=JVlaEpxUhcY&pp=ygUJ5paw5ZSQ5Lq6,JVlaEpxUhcY,watch,新唐人,2025-08-18 18:38:23
10,美中暫互降關稅！美課中30% 中課美10%｜專家：中共難以拖待變｜海馬士多管火箭 今首次在台灣實彈射擊｜菲律賓期中選舉爆槍擊｜#國際新聞｜20250512(一)｜ #新唐人電視台,https://www.youtube.com/watch?v=9gPKozFgI6k&pp=ygUJ5paw5ZSQ5Lq6,9gPKozFgI6k,watch,新唐人,2025-08-18 18:38:23
11,雙普會在即、俄烏和談鋪路？美佛州建第二個非法移民拘留所！中共船艦南海互撞、美艦艇罕見介入【晚間新聞 】2025-08-14,https://www.youtube.com/watch?v=UmB0yKextlI&pp=ygUJ5paw5ZSQ5Lq6,UmB0yKextlI,watch,新唐人,2025-08-18 18:38:23
12,大閱兵只是戲，恐今秋有變！習近平成了「華國鋒」？習派倒、黨媒變調，軍變開始？哪場會議是關鍵？中共謊言：當年誰抗日？去年4月局勢逆轉，一大跡象【#新聞五人行】 | #新唐人電視台 06/28/2025,https://www.youtube.com/watch?v=Yq5p5pHeYM0&pp=ygUJ5paw5ZSQ5Lq6,Yq5p5pHeYM0,watch,新唐人,2025-08-18 18:38:23
13,🔥從楊蘭蘭事件看中共高層權鬥，專家：或涉最高核心圈內鬥？楊蘭蘭事件三大謎團：身分之謎，爆紅之謎，保釋之謎，層層剖析！中國社保人民群體憤怒，中共一日不倒，楊蘭蘭身份就難解？｜ #熱點互動,https://www.youtube.com/watch?v=2LxB1it-rxk&pp=ygUJ5paw5ZSQ5Lq6,2LxB1it-rxk,watch,新唐人,2025-08-18 18:38:23
14,李克強的兩句實話 打脸习近平｜ #新唐人電視台,https://www.youtube.com/shorts/lWTPZyVL7w8,lWTPZyVL7w8,shorts,新唐人,2025-08-18 18:38:23
15,四中全會議程之外的看點；川普搶佔中共後院，東南亞大搶北京風頭；李嘉誠甩賣大灣區400套房，引猜測；美議員將提法案，反制中共跨國鎮壓美警告中共：採購俄石油將面臨100%關稅【中國禁聞】| #新唐人電視台,https://www.youtube.com/watch?v=ecc5kxF04Ts&pp=ygUJ5paw5ZSQ5Lq6,ecc5kxF04Ts,watch,新唐人,2025-08-18 18:38:23
16,冷戰舊基地見證新篇章 「雙普會」希冀終結戰火｜川普力推延長緊急狀態 華府部署更多聯邦軍隊【全球新聞片段】2025-08-14,https://www.youtube.com/watch?v=WaKqeWfFPKM&pp=ygUJ5paw5ZSQ5Lq6,WaKqeWfFPKM,watch,新唐人,2025-08-18 18:38:23
17,壞黨「統戰大業」亞亞慘了？｜ #新唐人電視台,https://www.youtube.com/shorts/5klLEYIRWTE,5klLEYIRWTE,shorts,新唐人,2025-08-18 18:38:23
18,House of Aama Weaves Black History into Fashion | In the Making | PBS,https://www.youtube.com/watch?v=_wdvfj5DtfE&pp=ygUJ5paw5ZSQ5Lq6,_wdvfj5DtfE,watch,新唐人,2025-08-18 18:38:23
19,Russia launches record number of drones at Ukraine after latest Trump-Putin phone call,https://www.youtube.com/watch?v=fwwm4wMM-10&pp=ygUJ5paw5ZSQ5Lq6,fwwm4wMM-10,watch,新唐人,2025-08-18 18:38:23
20,CCTV4中文國際Ident台徽/Заставка CCTV-4(2020.10.1),https://www.youtube.com/watch?v=mj7duSVLD6c&pp=ygUJ5paw5ZSQ5Lq6,mj7duSVLD6c,watch,新唐人,2025-08-18 18:38:23
21,川普出發！俄代表團已抵阿拉斯加｜雙普會前 俄烏換囚｜中共南海自撞後未收斂 美軍行動受關注｜甘肅土石流遇難、失聯上千人｜#國際新聞｜20250815(五)｜#新唐人電視台,https://www.youtube.com/watch?v=YmsK8NIveqY&pp=ygUJ5paw5ZSQ5Lq6,YmsK8NIveqY,watch,新唐人,2025-08-18 18:38:23
22,雙普會倒數！烏總統抵英 歐洲行程密集｜中國綜藝抄襲《黑白大廚》！白湯匙鄭智善智慧回應｜中國屈公病蔓延北京 六省列最高風險區｜#國際新聞｜20250814(四)｜ #新唐人電視台,https://www.youtube.com/watch?v=mFn4Cv3R4B4&pp=ygUJ5paw5ZSQ5Lq60gcJCa0JAYcqIYzv,mFn4Cv3R4B4,watch,新唐人,2025-08-18 18:38:23
